ID,target,prediction
DBAASP_13264_AMP=1,1,1
DBAASP_13265_AMP=1,1,1
DBAASP_13266_AMP=1,1,1
DBAASP_13270_AMP=1,1,1
DBAASP_13285_AMP=1,1,1
DBAASP_13295_AMP=1,1,1
DBAASP_13296_AMP=1,1,1
DBAASP_13306_AMP=1,1,1
DBAASP_1334_AMP=1,1,1
DBAASP_1337_AMP=1,1,1
DBAASP_13374_AMP=1,1,1
DBAASP_13404_AMP=1,1,1
DBAASP_13445_AMP=1,1,1
DBAASP_13450_AMP=1,1,1
DBAASP_13458_AMP=1,1,1
DBAASP_13489_AMP=1,1,1
DBAASP_13490_AMP=1,1,1
DBAASP_13507_AMP=1,1,1
DBAASP_1353_AMP=1,1,1
DBAASP_13533_AMP=1,1,1
DBAASP_13537_AMP=1,1,1
DBAASP_13538_AMP=1,1,1
DBAASP_13543_AMP=1,1,1
DBAASP_13546_AMP=1,1,1
DBAASP_13553_AMP=1,1,1
DBAASP_13557_AMP=1,1,1
DBAASP_13558_AMP=1,1,1
DBAASP_13562_AMP=1,1,1
DBAASP_13565_AMP=1,1,1
DBAASP_13568_AMP=1,1,1
DBAASP_13583_AMP=1,1,1
DBAASP_13600_AMP=1,1,1
DBAASP_13605_AMP=1,1,1
DBAASP_13610_AMP=1,1,1
DBAASP_13614_AMP=1,1,1
DBAASP_13615_AMP=1,1,1
DBAASP_13621_AMP=1,1,1
DBAASP_13622_AMP=1,1,1
DBAASP_13627_AMP=1,1,1
DBAASP_13639_AMP=1,1,1
DBAASP_13651_AMP=1,1,1
DBAASP_13671_AMP=1,1,1
DBAASP_13673_AMP=1,1,1
DBAASP_13675_AMP=1,1,1
DBAASP_13676_AMP=1,1,1
DBAASP_13677_AMP=1,1,1
DBAASP_13679_AMP=1,1,1
DBAASP_13687_AMP=1,1,1
DBAASP_13689_AMP=1,1,1
DBAASP_13698_AMP=1,1,0
DBAASP_13708_AMP=1,1,1
DBAASP_13716_AMP=1,1,1
DBAASP_13727_AMP=1,1,1
DBAASP_13733_AMP=1,1,1
DBAASP_13737_AMP=1,1,1
DBAASP_13743_AMP=1,1,1
DBAASP_13765_AMP=1,1,1
DBAASP_13791_AMP=1,1,1
DBAASP_13792_AMP=1,1,1
DBAASP_13795_AMP=1,1,1
DBAASP_13796_AMP=1,1,1
DBAASP_13811_AMP=1,1,1
DBAASP_13814_AMP=1,1,1
DBAASP_13824_AMP=1,1,1
DBAASP_13836_AMP=1,1,1
DBAASP_13842_AMP=1,1,1
DBAASP_13847_AMP=1,1,1
DBAASP_13854_AMP=1,1,1
DBAASP_13880_AMP=1,1,1
DBAASP_1389_AMP=1,1,1
DBAASP_13912_AMP=1,1,1
DBAASP_1392_AMP=1,1,1
DBAASP_1393_AMP=1,1,1
DBAASP_13938_AMP=1,1,1
DBAASP_13940_AMP=1,1,1
DBAASP_13945_AMP=1,1,1
DBAASP_13948_AMP=1,1,1
DBAASP_13949_AMP=1,1,1
DBAASP_13954_AMP=1,1,1
DBAASP_13955_AMP=1,1,1
DBAASP_13974_AMP=1,1,1
DBAASP_13985_AMP=1,1,0
DBAASP_13996_AMP=1,1,1
DBAASP_14016_AMP=1,1,0
DBAASP_14024_AMP=1,1,0
DBAASP_1403_AMP=1,1,1
DBAASP_14032_AMP=1,1,1
DBAASP_14034_AMP=1,1,1
DBAASP_14045_AMP=1,1,1
DBAASP_14052_AMP=1,1,1
DBAASP_14066_AMP=1,1,1
DBAASP_14069_AMP=1,1,1
DBAASP_14081_AMP=1,1,1
DBAASP_1410_AMP=1,1,1
DBAASP_14100_AMP=1,1,1
DBAASP_14113_AMP=1,1,1
DBAASP_1416_AMP=1,1,1
DBAASP_1418_AMP=1,1,1
DBAASP_14190_AMP=1,1,1
DBAASP_14208_AMP=1,1,1
DBAASP_14219_AMP=1,1,1
DBAASP_1422_AMP=1,1,1
DBAASP_14221_AMP=1,1,1
DBAASP_14223_AMP=1,1,1
DBAASP_14228_AMP=1,1,1
DBAASP_14234_AMP=1,1,1
DBAASP_1424_AMP=1,1,1
DBAASP_14271_AMP=1,1,1
DBAASP_14273_AMP=1,1,1
DBAASP_14276_AMP=1,1,1
DBAASP_14277_AMP=1,1,1
DBAASP_1438_AMP=1,1,1
DBAASP_14404_AMP=1,1,1
DBAASP_14405_AMP=1,1,1
DBAASP_14426_AMP=1,1,1
DBAASP_14471_AMP=1,1,1
DBAASP_14472_AMP=1,1,1
DBAASP_14474_AMP=1,1,1
DBAASP_14477_AMP=1,1,1
DBAASP_14478_AMP=1,1,1
DBAASP_14481_AMP=1,1,1
DBAASP_14483_AMP=1,1,1
DBAASP_14485_AMP=1,1,1
DBAASP_14488_AMP=1,1,1
DBAASP_14619_AMP=1,1,1
DBAASP_14622_AMP=1,1,0
DBAASP_14627_AMP=1,1,1
DBAASP_14634_AMP=1,1,1
DBAASP_14649_AMP=1,1,0
DBAASP_1465_AMP=1,1,1
DBAASP_14651_AMP=1,1,1
DBAASP_14658_AMP=1,1,1
DBAASP_14663_AMP=1,1,1
DBAASP_1467_AMP=1,1,1
DBAASP_14679_AMP=1,1,0
DBAASP_1468_AMP=1,1,1
DBAASP_14682_AMP=1,1,0
DBAASP_14683_AMP=1,1,0
DBAASP_14687_AMP=1,1,0
DBAASP_14701_AMP=1,1,1
DBAASP_1471_AMP=1,1,1
DBAASP_14711_AMP=1,1,1
DBAASP_14715_AMP=1,1,1
DBAASP_14716_AMP=1,1,1
DBAASP_1472_AMP=1,1,1
DBAASP_14725_AMP=1,1,1
DBAASP_14730_AMP=1,1,1
DBAASP_14731_AMP=1,1,1
DBAASP_14780_AMP=1,1,1
DBAASP_14782_AMP=1,1,1
DBAASP_1480_AMP=1,1,1
DBAASP_14829_AMP=1,1,1
DBAASP_1483_AMP=1,1,1
DBAASP_1494_AMP=1,1,1
DBAASP_1495_AMP=1,1,1
DBAASP_14965_AMP=1,1,1
DBAASP_14969_AMP=1,1,1
DBAASP_14980_AMP=1,1,1
DBAASP_15003_AMP=1,1,1
DBAASP_1502_AMP=1,1,0
DBAASP_1503_AMP=1,1,1
DBAASP_15037_AMP=1,1,1
DBAASP_1507_AMP=1,1,1
DBAASP_15075_AMP=1,1,1
DBAASP_15107_AMP=1,1,1
DBAASP_15118_AMP=1,1,0
DBAASP_15120_AMP=1,1,1
DBAASP_15123_AMP=1,1,1
DBAASP_15128_AMP=1,1,1
DBAASP_15129_AMP=1,1,1
DBAASP_15145_AMP=1,1,1
DBAASP_15146_AMP=1,1,1
DBAASP_1518_AMP=1,1,1
DBAASP_1523_AMP=1,1,1
DBAASP_1541_AMP=1,1,1
DBAASP_1546_AMP=1,1,1
DBAASP_1548_AMP=1,1,1
DBAASP_15571_AMP=1,1,0
DBAASP_15608_AMP=1,1,0
DBAASP_15626_AMP=1,1,1
DBAASP_15633_AMP=1,1,1
DBAASP_15634_AMP=1,1,1
DBAASP_1566_AMP=1,1,1
DBAASP_1569_AMP=1,1,1
DBAASP_1578_AMP=1,1,1
DBAASP_15798_AMP=1,1,1
DBAASP_15800_AMP=1,1,1
DBAASP_15801_AMP=1,1,1
DBAASP_15846_AMP=1,1,1
DBAASP_1589_AMP=1,1,1
DBAASP_15902_AMP=1,1,1
DBAASP_15904_AMP=1,1,1
DBAASP_15906_AMP=1,1,1
DBAASP_1591_AMP=1,1,0
DBAASP_15924_AMP=1,1,1
DBAASP_15930_AMP=1,1,1
DBAASP_15946_AMP=1,1,1
DBAASP_15952_AMP=1,1,1
DBAASP_15959_AMP=1,1,1
DBAASP_15961_AMP=1,1,1
DBAASP_15962_AMP=1,1,1
DBAASP_15973_AMP=1,1,1
DBAASP_15977_AMP=1,1,1
DBAASP_15983_AMP=1,1,1
DBAASP_15985_AMP=1,1,1
DBAASP_15988_AMP=1,1,1
DBAASP_16002_AMP=1,1,1
DBAASP_16003_AMP=1,1,1
DBAASP_1601_AMP=1,1,0
DBAASP_16011_AMP=1,1,1
DBAASP_16013_AMP=1,1,1
DBAASP_16022_AMP=1,1,1
DBAASP_16024_AMP=1,1,1
DBAASP_16025_AMP=1,1,1
DBAASP_16040_AMP=1,1,1
DBAASP_1605_AMP=1,1,1
DBAASP_16121_AMP=1,1,1
DBAASP_16130_AMP=1,1,1
DBAASP_16142_AMP=1,1,1
DBAASP_16154_AMP=1,1,1
DBAASP_1616_AMP=1,1,0
DBAASP_16174_AMP=1,1,1
DBAASP_16184_AMP=1,1,1
DBAASP_16190_AMP=1,1,1
DBAASP_16194_AMP=1,1,1
DBAASP_16202_AMP=1,1,1
DBAASP_16204_AMP=1,1,1
DBAASP_16205_AMP=1,1,1
DBAASP_16215_AMP=1,1,1
DBAASP_16224_AMP=1,1,1
DBAASP_16233_AMP=1,1,1
DBAASP_1636_AMP=1,1,0
DBAASP_1652_AMP=1,1,0
DBAASP_1664_AMP=1,1,1
DBAASP_1667_AMP=1,1,1
DBAASP_1668_AMP=1,1,1
DBAASP_1673_AMP=1,1,1
DBAASP_1679_AMP=1,1,1
DBAASP_1682_AMP=1,1,1
DBAASP_1732_AMP=1,1,1
DBAASP_1736_AMP=1,1,1
DBAASP_1741_AMP=1,1,1
DBAASP_1749_AMP=1,1,1
DBAASP_1751_AMP=1,1,1
DBAASP_1778_AMP=1,1,1
DBAASP_179_AMP=1,1,1
DBAASP_1803_AMP=1,1,1
DBAASP_1805_AMP=1,1,1
DBAASP_1807_AMP=1,1,1
DBAASP_1812_AMP=1,1,1
DBAASP_1815_AMP=1,1,1
DBAASP_1825_AMP=1,1,1
DBAASP_1827_AMP=1,1,1
DBAASP_1843_AMP=1,1,1
DBAASP_1844_AMP=1,1,1
DBAASP_1846_AMP=1,1,0
DBAASP_1859_AMP=1,1,1
DBAASP_1862_AMP=1,1,1
DBAASP_1863_AMP=1,1,1
DBAASP_1864_AMP=1,1,1
DBAASP_187_AMP=1,1,1
DBAASP_1877_AMP=1,1,1
DBAASP_1883_AMP=1,1,1
DBAASP_1887_AMP=1,1,1
DBAASP_1889_AMP=1,1,1
DBAASP_1907_AMP=1,1,0
DBAASP_192_AMP=1,1,1
DBAASP_1922_AMP=1,1,0
DBAASP_1924_AMP=1,1,0
DBAASP_193_AMP=1,1,1
DBAASP_1947_AMP=1,1,1
DBAASP_1948_AMP=1,1,1
DBAASP_1957_AMP=1,1,1
DBAASP_1964_AMP=1,1,1
DBAASP_1993_AMP=1,1,1
DBAASP_2016_AMP=1,1,1
DBAASP_2017_AMP=1,1,1
DBAASP_2032_AMP=1,1,0
DBAASP_2068_AMP=1,1,1
DBAASP_2097_AMP=1,1,1
DBAASP_2105_AMP=1,1,1
DBAASP_2121_AMP=1,1,0
DBAASP_2127_AMP=1,1,1
DBAASP_2136_AMP=1,1,0
DBAASP_2139_AMP=1,1,1
DBAASP_2140_AMP=1,1,0
DBAASP_2143_AMP=1,1,1
DBAASP_2145_AMP=1,1,1
DBAASP_2148_AMP=1,1,1
DBAASP_2150_AMP=1,1,1
DBAASP_2151_AMP=1,1,1
DBAASP_2159_AMP=1,1,1
DBAASP_2168_AMP=1,1,1
DBAASP_2169_AMP=1,1,1
DBAASP_2170_AMP=1,1,1
DBAASP_2181_AMP=1,1,1
DBAASP_2184_AMP=1,1,1
DBAASP_2194_AMP=1,1,1
DBAASP_2214_AMP=1,1,1
DBAASP_2220_AMP=1,1,1
DBAASP_2242_AMP=1,1,1
DBAASP_2247_AMP=1,1,1
DBAASP_2254_AMP=1,1,1
DBAASP_2276_AMP=1,1,1
DBAASP_2286_AMP=1,1,1
DBAASP_2289_AMP=1,1,1
DBAASP_2292_AMP=1,1,1
DBAASP_2294_AMP=1,1,1
DBAASP_2297_AMP=1,1,1
DBAASP_2299_AMP=1,1,1
DBAASP_2303_AMP=1,1,1
DBAASP_2316_AMP=1,1,1
DBAASP_2320_AMP=1,1,1
DBAASP_2334_AMP=1,1,1
DBAASP_234_AMP=1,1,1
DBAASP_2352_AMP=1,1,1
DBAASP_2355_AMP=1,1,1
DBAASP_2357_AMP=1,1,1
DBAASP_2365_AMP=1,1,0
DBAASP_237_AMP=1,1,1
DBAASP_2373_AMP=1,1,1
DBAASP_2383_AMP=1,1,1
DBAASP_239_AMP=1,1,1
DBAASP_2394_AMP=1,1,0
DBAASP_2407_AMP=1,1,1
DBAASP_2429_AMP=1,1,1
DBAASP_2439_AMP=1,1,0
DBAASP_245_AMP=1,1,1
DBAASP_2509_AMP=1,1,1
DBAASP_2523_AMP=1,1,1
DBAASP_2527_AMP=1,1,1
DBAASP_2546_AMP=1,1,1
DBAASP_2606_AMP=1,1,1
DBAASP_2614_AMP=1,1,1
DBAASP_2615_AMP=1,1,1
DBAASP_2646_AMP=1,1,1
DBAASP_268_AMP=1,1,1
DBAASP_2690_AMP=1,1,0
DBAASP_2697_AMP=1,1,0
DBAASP_2714_AMP=1,1,1
DBAASP_2716_AMP=1,1,1
DBAASP_2717_AMP=1,1,1
DBAASP_2725_AMP=1,1,1
DBAASP_2729_AMP=1,1,1
DBAASP_2731_AMP=1,1,1
DBAASP_2776_AMP=1,1,0
DBAASP_2778_AMP=1,1,1
DBAASP_2786_AMP=1,1,1
DBAASP_2789_AMP=1,1,1
DBAASP_2793_AMP=1,1,1
DBAASP_2797_AMP=1,1,1
DBAASP_2798_AMP=1,1,1
DBAASP_2811_AMP=1,1,1
DBAASP_2820_AMP=1,1,1
DBAASP_2842_AMP=1,1,1
DBAASP_2845_AMP=1,1,1
DBAASP_2848_AMP=1,1,1
DBAASP_2851_AMP=1,1,1
DBAASP_2864_AMP=1,1,1
DBAASP_2868_AMP=1,1,1
DBAASP_2870_AMP=1,1,1
DBAASP_2872_AMP=1,1,1
DBAASP_2875_AMP=1,1,1
DBAASP_2991_AMP=1,1,1
DBAASP_3001_AMP=1,1,1
DBAASP_3003_AMP=1,1,1
DBAASP_3069_AMP=1,1,1
DBAASP_3072_AMP=1,1,1
DBAASP_308_AMP=1,1,1
DBAASP_3111_AMP=1,1,1
DBAASP_312_AMP=1,1,1
DBAASP_3234_AMP=1,1,1
DBAASP_3237_AMP=1,1,1
DBAASP_3247_AMP=1,1,1
DBAASP_3259_AMP=1,1,1
DBAASP_3271_AMP=1,1,1
DBAASP_3273_AMP=1,1,1
DBAASP_3274_AMP=1,1,1
DBAASP_3277_AMP=1,1,1
DBAASP_3291_AMP=1,1,1
DBAASP_3302_AMP=1,1,1
DBAASP_3306_AMP=1,1,1
DBAASP_3308_AMP=1,1,1
DBAASP_3312_AMP=1,1,1
DBAASP_332_AMP=1,1,1
DBAASP_3328_AMP=1,1,0
DBAASP_3331_AMP=1,1,1
DBAASP_3333_AMP=1,1,1
DBAASP_334_AMP=1,1,1
DBAASP_3344_AMP=1,1,1
DBAASP_3350_AMP=1,1,1
DBAASP_3368_AMP=1,1,1
DBAASP_3372_AMP=1,1,1
DBAASP_3374_AMP=1,1,1
DBAASP_3379_AMP=1,1,1
DBAASP_3399_AMP=1,1,1
DBAASP_3403_AMP=1,1,1
DBAASP_341_AMP=1,1,1
DBAASP_3410_AMP=1,1,1
DBAASP_3416_AMP=1,1,1
DBAASP_3442_AMP=1,1,1
DBAASP_3445_AMP=1,1,1
DBAASP_3462_AMP=1,1,1
DBAASP_3473_AMP=1,1,0
DBAASP_348_AMP=1,1,1
DBAASP_3482_AMP=1,1,1
DBAASP_3489_AMP=1,1,1
DBAASP_349_AMP=1,1,1
DBAASP_3490_AMP=1,1,1
DBAASP_3491_AMP=1,1,1
DBAASP_3538_AMP=1,1,1
DBAASP_3539_AMP=1,1,1
DBAASP_3561_AMP=1,1,1
DBAASP_357_AMP=1,1,1
DBAASP_3615_AMP=1,1,1
DBAASP_364_AMP=1,1,1
DBAASP_3647_AMP=1,1,1
DBAASP_3652_AMP=1,1,1
DBAASP_366_AMP=1,1,1
DBAASP_3669_AMP=1,1,1
DBAASP_367_AMP=1,1,1
DBAASP_3680_AMP=1,1,1
DBAASP_3681_AMP=1,1,1
DBAASP_3691_AMP=1,1,1
DBAASP_3704_AMP=1,1,1
DBAASP_3705_AMP=1,1,1
DBAASP_3706_AMP=1,1,1
DBAASP_3713_AMP=1,1,1
DBAASP_3714_AMP=1,1,1
DBAASP_3718_AMP=1,1,1
DBAASP_3724_AMP=1,1,1
DBAASP_3738_AMP=1,1,0
DBAASP_3749_AMP=1,1,1
DBAASP_3752_AMP=1,1,1
DBAASP_3753_AMP=1,1,1
DBAASP_3754_AMP=1,1,1
DBAASP_3763_AMP=1,1,1
DBAASP_3765_AMP=1,1,1
DBAASP_3769_AMP=1,1,1
DBAASP_3772_AMP=1,1,1
DBAASP_3785_AMP=1,1,1
DBAASP_3807_AMP=1,1,1
DBAASP_381_AMP=1,1,0
DBAASP_382_AMP=1,1,0
DBAASP_3836_AMP=1,1,1
DBAASP_385_AMP=1,1,0
DBAASP_3860_AMP=1,1,0
DBAASP_3861_AMP=1,1,0
DBAASP_3888_AMP=1,1,1
DBAASP_3889_AMP=1,1,0
DBAASP_3891_AMP=1,1,1
DBAASP_3893_AMP=1,1,1
DBAASP_3894_AMP=1,1,0
DBAASP_3897_AMP=1,1,0
