"ID","target","prediction","probability"
"CUTTED7882_AMP=0",0,1,0.557774222862687
"CUTTED5399_AMP=0",0,1,0.580231734942483
"CUTTED1563_AMP=0",0,1,0.559250239152046
"CUTTED9194_AMP=0",0,1,0.598158974505056
"CUTTED772_AMP=0",0,1,0.574969166645267
"CUTTED7368_AMP=0",0,1,0.545624439936824
"CUTTED5979_AMP=0",0,1,0.568633125105496
"CUTTED8276_AMP=0",0,1,0.608862369170602
"CUTTED4590_AMP=0",0,1,0.572330882257681
"CUTTED4799_AMP=0",0,1,0.559737565286318
"CUTTED7213_AMP=0",0,1,0.546016696311743
"CUTTED5748_AMP=0",0,0,0.469550513492674
"CUTTED1005_AMP=0",0,1,0.585422037828886
"CUTTED1888_AMP=0",0,1,0.602980616155671
"CUTTED11_AMP=0",0,0,0.483445581019315
"CUTTED194_AMP=0",0,0,0.479989149306792
"CUTTED4018_AMP=0",0,0,0.473285793448333
"CUTTED5451_AMP=0",0,1,0.572089779997198
"CUTTED5577_AMP=0",0,1,0.57695859277641
"CUTTED9080_AMP=0",0,1,0.910766997010109
"CUTTED8135_AMP=0",0,0,0.476146462219348
"DBAASP_13733_AMP=1",1,1,0.591359252752268
"CUTTED3009_AMP=0",0,1,0.583245891227697
"CUTTED1817_AMP=0",0,0,0.458355719052546
"CUTTED6196_AMP=0",0,1,0.578784642809567
"CUTTED9642_AMP=0",0,0,0.48093651123056
"DBAASP_4030_AMP=1",1,1,0.592731122795102
"CUTTED3127_AMP=0",0,1,0.646973104380197
"DBAASP_2097_AMP=1",1,1,0.572089257573415
"CUTTED2417_AMP=0",0,0,0.482223890714218
"CUTTED8395_AMP=0",0,1,0.570087379949543
"CUTTED9208_AMP=0",0,0,0.463851344452096
"CUTTED7960_AMP=0",0,1,0.550419564458267
"CUTTED801_AMP=0",0,1,0.571809668427629
"DBAASP_11411_AMP=1",1,0,0.47917714314517
"CUTTED7492_AMP=0",0,0,0.487019097135772
"CUTTED825_AMP=0",0,1,0.566006376700343
"CUTTED5440_AMP=0",0,1,0.558821959764319
"CUTTED8508_AMP=0",0,1,0.631811407854457
"CUTTED8540_AMP=0",0,1,0.561451863856943
"DBAASP_7726_AMP=1",1,0,0.488221245469378
"CUTTED2616_AMP=0",0,1,0.563574360731757
"CUTTED8368_AMP=0",0,1,0.568852328003261
"CUTTED4230_AMP=0",0,0,0.479376170890148
"CUTTED195_AMP=0",0,1,0.573313901387749
"CUTTED8212_AMP=0",0,1,0.574732895861829
"CUTTED1659_AMP=0",0,1,0.565928543114468
"CUTTED3489_AMP=0",0,0,0.458852066758796
"CUTTED4997_AMP=0",0,1,0.556571424192626
"CUTTED3791_AMP=0",0,1,0.578829363214593
"CUTTED6568_AMP=0",0,1,0.5809033256113
"DBAASP_1778_AMP=1",1,1,0.507655905755728
"CUTTED8866_AMP=0",0,1,0.775913226779844
"CUTTED2538_AMP=0",0,1,0.579539069546466
"DBAASP_12974_AMP=1",1,1,0.575627555408351
"CUTTED9965_AMP=0",0,0,0.46225007059764
"CUTTED7777_AMP=0",0,1,0.565374483613526
"CUTTED5298_AMP=0",0,1,0.560195952255578
"CUTTED32_AMP=0",0,0,0.481755817464111
"CUTTED6794_AMP=0",0,1,0.570158997102113
"CUTTED4703_AMP=0",0,0,0.474732506428067
"CUTTED7610_AMP=0",0,1,0.703048965510748
"CUTTED3556_AMP=0",0,0,0.489556071966773
"CUTTED6716_AMP=0",0,0,0.453546142589489
"CUTTED3780_AMP=0",0,1,0.570577835137471
"CUTTED945_AMP=0",0,1,0.572949975023708
"CUTTED9187_AMP=0",0,1,0.583070296057423
"DBAASP_8795_AMP=1",1,1,0.534463929260754
"CUTTED4852_AMP=0",0,1,0.559895198601495
"CUTTED6401_AMP=0",0,0,0.471287148198749
"DBAASP_10653_AMP=1",1,1,0.567555190517192
"DBAASP_4738_AMP=1",1,1,0.579802538066553
"DBAASP_10075_AMP=1",1,0,0.495409159163696
"CUTTED228_AMP=0",0,1,0.579573994258603
"CUTTED2015_AMP=0",0,1,0.744111599496766
"DBAASP_2032_AMP=1",1,0,0.428514815788125
"CUTTED2876_AMP=0",0,1,0.564593056391618
"DBAASP_8494_AMP=1",1,1,0.567262422655113
"CUTTED6069_AMP=0",0,1,0.739108582935025
"DBAASP_3763_AMP=1",1,1,0.574217672351741
"CUTTED2170_AMP=0",0,0,0.472750662912522
"CUTTED1672_AMP=0",0,1,0.560671485208771
"CUTTED2995_AMP=0",0,1,0.597646941743513
"CUTTED5064_AMP=0",0,1,0.560856214692339
"DBAASP_13070_AMP=1",1,0,0.466333983105994
"CUTTED322_AMP=0",0,1,0.575263085662161
"CUTTED40_AMP=0",0,0,0.448422763853341
"CUTTED924_AMP=0",0,1,0.572253139685236
"CUTTED5764_AMP=0",0,1,0.813399370010194
"CUTTED5483_AMP=0",0,1,0.570029501465625
"CUTTED1794_AMP=0",0,1,0.551461169851254
"CUTTED7395_AMP=0",0,1,0.751863629138445
"CUTTED2454_AMP=0",0,0,0.475884174272365
"CUTTED1403_AMP=0",0,1,0.585589292903487
"CUTTED3551_AMP=0",0,1,0.573844119338025
"CUTTED1645_AMP=0",0,1,0.58732559882479
"CUTTED191_AMP=0",0,0,0.443521362362073
"DBAASP_10917_AMP=1",1,0,0.453771821006167
"CUTTED2816_AMP=0",0,1,0.566318534616353
"CUTTED6759_AMP=0",0,1,0.569225017747198
"DBAASP_3989_AMP=1",1,0,0.471771978005045
"CUTTED2784_AMP=0",0,1,0.570913026163853
"CUTTED6939_AMP=0",0,1,0.643307107136292
"CUTTED6922_AMP=0",0,1,0.969647522871455
"DBAASP_2242_AMP=1",1,1,0.792676625254301
"CUTTED5391_AMP=0",0,0,0.497395687324381
"CUTTED5385_AMP=0",0,1,0.564392300336704
"CUTTED2494_AMP=0",0,0,0.491773917366657
"CUTTED9041_AMP=0",0,1,0.926992735504014
"DBAASP_13743_AMP=1",1,0,0.48747592828014
"CUTTED6212_AMP=0",0,0,0.47471520712275
"CUTTED8938_AMP=0",0,1,0.916294720230674
"CUTTED7787_AMP=0",0,0,0.451702203366035
"CUTTED2071_AMP=0",0,1,0.606686988256272
"CUTTED9350_AMP=0",0,1,0.670417186133463
"CUTTED5435_AMP=0",0,1,0.579459261822558
"CUTTED8017_AMP=0",0,1,0.754660133199339
"CUTTED4267_AMP=0",0,1,0.569024049636057
"DBAASP_9047_AMP=1",1,1,0.505688098461571
"CUTTED4961_AMP=0",0,1,0.695220028359496
